Order_ID,Customer_ID,Warehouse_ID,Delivery_Partner_ID,Order_Date,Order_Dispatched_Date,Promised_Delivery_Date,Actual_Delivery_Date,Distance_KM,Order_Value,Freight_Cost,Packaging_Cost,Warehouse_Handling_Cost,Delivery_Partner_Cost,Order_Status
ORD04772,CUST0333,WH026,DP010,2024-03-19,2024-03-21,2024-03-22,2024-03-23,17.8,1564.99,165.75,44.66,70.94,149.17,Delivered
ORD04773,CUST1970,WH010,DP083,2025-05-19,2025-05-20,2025-05-21,2025-05-20,42.8,1794.37,423.55,38.22,26.41,248.15,Delivered
ORD04774,CUST0698,WH046,DP012,2025-02-13,2025-02-14,2025-02-15,2025-02-14,15.2,1936.25,185.83,50.83,69.83,125.11,Delivered
ORD04775,CUST0295,WH015,DP036,2025-03-01,2025-03-02,2025-03-03,2025-03-04,25.6,1963.36,256.0,41.56,63.06,139.9,Delivered
ORD04776,CUST1995,WH042,DP082,2024-02-24,2024-02-25,2024-02-26,2024-02-26,3.1,873.41,56.58,25.72,59.67,50.27,Delivered
ORD04777,CUST1089,WH045,DP089,2025-08-12,2025-08-13,2025-08-14,2025-08-15,11.7,1449.84,103.03,30.64,52.98,106.14,Delivered
ORD04778,CUST0919,WH049,DP060,2025-10-31,2025-11-01,2025-11-02,2025-11-04,4.7,1690.13,69.38,16.15,77.48,52.45,Delivered
ORD04779,CUST1343,WH045,DP078,2025-12-09,2025-12-11,2025-12-12,2025-12-13,10.6,1245.24,126.23,45.87,52.02,87.08,Delivered
ORD04780,CUST0003,WH001,DP017,2025-11-26,2025-11-27,2025-11-28,2025-11-28,9.9,917.69,127.16,19.36,48.51,95.38,Delivered
ORD04781,CUST1737,WH033,DP038,2025-03-06,2025-03-07,2025-03-08,2025-03-08,2.9,1685.53,63.56,52.81,20.01,46.25,Delivered
ORD04782,CUST0868,WH019,DP044,2025-10-30,2025-10-31,2025-11-02,2025-11-03,4.2,364.33,68.53,47.84,39.99,58.67,Delivered
ORD04783,CUST1231,WH020,DP084,2025-04-29,2025-04-30,2025-05-02,2025-05-02,3.8,408.53,65.44,33.98,65.3,49.34,Delivered
ORD04784,CUST0775,WH011,DP071,2024-06-20,2024-06-21,2024-06-23,2024-06-25,38.3,865.79,316.66,48.94,46.17,249.2,Delivered
ORD04785,CUST1089,WH032,DP048,2025-07-22,2025-07-23,2025-07-24,2025-07-25,28.1,777.21,243.52,45.8,38.65,197.27,Delivered
ORD04786,CUST0534,WH010,DP096,2024-12-14,2024-12-15,2024-12-16,2024-12-16,17.6,2140.37,124.59,52.99,38.71,123.37,Delivered
ORD04787,CUST0040,WH024,DP034,2025-04-15,2025-04-16,2025-04-17,2025-04-18,13.4,1766.39,128.35,15.27,30.64,115.53,Delivered
ORD04788,CUST1717,WH018,DP041,2025-12-16,2025-12-17,2025-12-19,2025-12-19,18.4,2816.64,186.28,27.9,68.04,107.31,Delivered
ORD04789,CUST0364,WH028,DP019,2024-09-30,2024-10-01,2024-10-03,,28.9,1295.53,242.85,46.74,36.46,121.98,Failed/Returned
ORD04790,CUST0122,WH033,DP062,2025-12-02,2025-12-04,2025-12-06,2025-12-08,22.4,681.44,163.18,53.36,23.96,130.52,Delivered
ORD04791,CUST0559,WH028,DP015,2024-12-20,2024-12-21,2024-12-22,2024-12-23,7.4,1830.54,80.85,39.05,62.59,75.05,Delivered
ORD04792,CUST1601,WH049,DP082,2025-01-14,2025-01-15,2025-01-16,2025-01-18,29.8,1183.44,298.1,21.63,71.7,153.7,Delivered
ORD04793,CUST1135,WH028,DP066,2024-02-10,2024-02-11,2024-02-12,2024-02-12,21.4,1216.23,184.65,21.04,66.78,148.92,Delivered
ORD04794,CUST1142,WH014,DP093,2024-04-27,2024-04-28,2024-04-29,2024-04-28,36.8,2642.93,386.63,30.65,55.0,201.17,Delivered
ORD04795,CUST1656,WH032,DP082,2025-04-08,2025-04-09,2025-04-11,,18.3,2707.85,182.84,37.94,66.2,125.03,Failed/Returned
ORD04796,CUST0273,WH024,DP015,2024-04-15,,2024-04-19,,8.1,990.17,90.76,36.93,53.98,76.03,Cancelled
ORD04797,CUST1904,WH013,DP027,2025-10-30,2025-10-30,2025-10-31,2025-10-31,2.9,754.24,62.68,51.95,31.47,52.75,Delivered
ORD04798,CUST1474,WH010,DP020,2025-11-03,2025-11-04,2025-11-05,2025-11-06,5.7,606.9,68.78,29.56,61.03,54.11,Delivered
ORD04799,CUST1652,WH029,DP100,2024-10-02,2024-10-03,2024-10-06,2024-10-05,46.9,2046.21,373.42,35.15,46.87,309.27,Delivered
ORD04800,CUST0093,WH039,DP046,2024-07-19,2024-07-21,2024-07-22,2024-07-22,22.9,834.96,253.39,40.04,48.46,149.63,Delivered
ORD04801,CUST0741,WH003,DP028,2025-09-20,2025-09-21,2025-09-22,2025-09-23,6.0,682.87,85.06,41.76,38.24,56.79,Delivered
ORD04802,CUST0495,WH016,DP020,2024-11-21,2024-11-22,2024-11-23,2024-11-25,2.3,1654.82,51.93,24.03,56.15,43.63,Delivered
ORD04803,CUST0228,WH039,DP079,2025-03-26,2025-03-26,2025-03-27,2025-03-27,9.6,584.75,101.89,35.07,46.58,71.92,Delivered
ORD04804,CUST0374,WH031,DP034,2025-03-31,2025-04-02,2025-04-04,2025-04-05,6.5,1085.78,86.98,32.09,75.15,63.55,Delivered
ORD04805,CUST0662,WH034,DP005,2025-01-08,2025-01-09,2025-01-11,2025-01-12,21.8,899.24,245.23,12.48,29.09,162.04,Delivered
ORD04806,CUST1075,WH023,DP100,2024-07-15,,2024-07-19,,29.1,2614.69,264.74,49.54,20.54,216.79,Cancelled
ORD04807,CUST0330,WH037,DP090,2025-03-21,2025-03-22,2025-03-23,2025-03-24,33.9,941.52,353.07,53.96,61.92,179.14,Delivered
ORD04808,CUST0636,WH002,DP065,2025-06-10,2025-06-11,2025-06-12,2025-06-14,14.3,790.73,131.15,44.49,68.6,112.64,Delivered
ORD04809,CUST0481,WH021,DP049,2025-01-16,2025-01-18,2025-01-20,2025-01-21,10.7,865.73,109.46,48.16,60.21,97.74,Delivered
ORD04810,CUST0911,WH041,DP059,2025-11-10,2025-11-12,2025-11-13,2025-11-15,4.8,1182.27,75.74,18.12,30.45,55.3,Delivered
ORD04811,CUST1914,WH021,DP031,2025-08-16,2025-08-17,2025-08-18,2025-08-20,11.7,1616.32,102.14,22.19,22.22,70.62,Delivered
ORD04812,CUST1726,WH031,DP054,2024-02-29,2024-03-02,2024-03-03,2024-03-05,19.9,1097.13,195.34,46.61,83.94,155.51,Delivered
ORD04813,CUST1417,WH035,DP005,2024-10-17,2024-10-18,2024-10-19,2024-10-18,17.8,1002.2,155.89,50.58,27.04,150.4,Delivered
ORD04814,CUST1057,WH028,DP010,2024-10-01,2024-10-01,2024-10-03,2024-10-05,6.2,631.41,67.16,18.66,82.18,62.08,Delivered
ORD04815,CUST1854,WH050,DP080,2024-05-06,2024-05-07,2024-05-09,2024-05-10,7.1,1107.35,83.49,41.42,81.81,81.42,Delivered
ORD04816,CUST1772,WH011,DP019,2024-08-05,2024-08-06,2024-08-07,2024-08-07,21.2,530.58,178.73,49.27,36.65,135.58,Delivered
ORD04817,CUST1992,WH048,DP069,2025-03-15,2025-03-16,2025-03-17,2025-03-18,5.5,3576.91,83.59,54.38,40.09,55.67,Delivered
ORD04818,CUST1864,WH006,DP058,2025-06-07,2025-06-08,2025-06-10,2025-06-10,6.7,2514.01,75.49,29.29,58.98,56.49,Delivered
ORD04819,CUST1869,WH038,DP006,2025-02-21,2025-02-23,2025-02-24,2025-02-26,6.7,692.78,90.59,32.71,42.7,75.57,Delivered
ORD04820,CUST1684,WH028,DP027,2024-04-01,2024-04-02,2024-04-03,2024-04-04,32.4,499.25,324.21,29.68,27.28,236.89,Delivered
ORD04821,CUST1328,WH033,DP015,2025-11-14,2025-11-16,2025-11-18,2025-11-18,13.1,591.15,164.79,14.75,73.78,110.29,Delivered
ORD04822,CUST0565,WH005,DP041,2025-01-26,2025-01-27,2025-01-29,2025-01-29,9.7,469.49,131.96,17.69,48.65,84.25,Delivered
ORD04823,CUST1035,WH009,DP074,2024-02-08,2024-02-09,2024-02-10,2024-02-11,11.6,512.3,138.29,53.36,35.25,78.48,Delivered
ORD04824,CUST0097,WH023,DP042,2024-02-04,2024-02-05,2024-02-06,2024-02-05,26.6,343.62,292.45,28.48,23.39,193.97,Delivered
ORD04825,CUST1438,WH017,DP094,2025-06-25,2025-06-27,2025-06-28,2025-06-29,9.8,552.38,109.89,35.49,68.38,80.9,Delivered
ORD04826,CUST0558,WH018,DP002,2024-11-12,2024-11-13,2024-11-14,2024-11-15,2.3,608.23,57.35,37.55,35.72,49.54,Delivered
ORD04827,CUST0383,WH050,DP064,2024-05-14,2024-05-15,2024-05-16,2024-05-15,20.9,680.84,211.33,39.58,81.24,128.86,Delivered
ORD04828,CUST0818,WH022,DP049,2025-04-25,2025-04-26,2025-04-27,2025-04-28,6.6,2573.06,93.93,18.59,21.78,73.99,Delivered
ORD04829,CUST0633,WH042,DP035,2024-07-30,2024-08-01,2024-08-03,2024-08-05,3.5,1415.88,58.81,38.92,76.65,57.53,Delivered
ORD04830,CUST0453,WH047,DP043,2024-02-16,2024-02-18,2024-02-19,2024-02-18,23.2,1507.09,194.5,14.26,45.66,139.51,Delivered
ORD04831,CUST1265,WH023,DP003,2025-01-16,2025-01-17,2025-01-19,2025-01-19,2.6,703.22,56.37,47.88,75.42,50.04,Delivered
ORD04832,CUST1174,WH031,DP090,2025-06-25,2025-06-26,2025-06-28,2025-06-30,8.8,1784.48,119.78,53.6,57.94,72.26,Delivered
ORD04833,CUST0086,WH038,DP091,2025-11-22,2025-11-24,2025-11-25,2025-11-27,22.5,496.04,156.8,20.2,76.52,173.67,Delivered
ORD04834,CUST1214,WH002,DP016,2025-07-15,2025-07-17,2025-07-18,2025-07-18,27.3,1383.52,295.24,13.16,49.61,146.6,Delivered
ORD04835,CUST1384,WH017,DP084,2024-03-26,2024-03-27,2024-03-28,2024-03-30,1.1,595.36,40.91,21.8,25.24,41.08,Delivered
ORD04836,CUST0274,WH044,DP031,2025-10-14,2025-10-16,2025-10-17,2025-10-16,8.3,1726.75,102.74,32.85,32.49,78.23,Delivered
ORD04837,CUST1856,WH040,DP069,2025-10-27,2025-10-29,2025-10-30,2025-10-30,14.9,1394.95,137.06,22.46,84.79,89.38,Delivered
ORD04838,CUST0791,WH020,DP028,2024-07-20,2024-07-22,2024-07-23,2024-07-23,8.6,1848.29,85.77,46.41,67.96,76.04,Delivered
ORD04839,CUST1976,WH026,DP071,2024-03-02,2024-03-03,2024-03-04,2024-03-03,19.4,1274.29,135.31,28.89,69.43,144.29,Delivered
ORD04840,CUST0738,WH046,DP072,2024-01-21,2024-01-22,2024-01-23,2024-01-25,14.4,1171.02,170.4,36.76,42.73,121.61,Delivered
ORD04841,CUST1870,WH004,DP012,2025-05-21,2025-05-23,2025-05-24,2025-05-25,8.4,684.21,105.75,48.69,37.52,93.38,Delivered
ORD04842,CUST1147,WH007,DP082,2025-07-10,2025-07-12,2025-07-14,2025-07-13,10.0,580.28,116.05,14.12,51.26,101.43,Delivered
ORD04843,CUST1803,WH019,DP068,2024-01-11,2024-01-13,2024-01-14,2024-01-14,15.0,3352.75,118.58,54.13,76.64,120.18,Delivered
ORD04844,CUST0876,WH018,DP053,2025-08-16,2025-08-16,2025-08-17,2025-08-17,19.2,3675.9,188.02,15.98,58.78,111.99,Delivered
ORD04845,CUST1728,WH027,DP019,2025-11-12,2025-11-13,2025-11-14,2025-11-14,21.5,423.11,200.16,51.16,45.41,130.64,Delivered
ORD04846,CUST1790,WH050,DP082,2025-12-29,2025-12-31,2026-01-01,2026-01-02,18.5,2302.69,213.63,41.45,34.29,127.22,Delivered
ORD04847,CUST0094,WH039,DP022,2024-10-30,2024-11-01,2024-11-02,2024-11-04,28.0,1054.54,304.19,40.5,37.91,208.32,Delivered
ORD04848,CUST0371,WH028,DP024,2025-08-25,2025-08-26,2025-08-27,2025-08-26,19.6,1402.35,183.02,28.39,83.21,118.08,Delivered
ORD04849,CUST0789,WH020,DP021,2024-03-24,,2024-03-26,,12.1,2157.48,108.68,35.59,35.19,87.52,Cancelled
ORD04850,CUST1349,WH006,DP047,2024-03-25,2024-03-27,2024-03-28,2024-03-27,17.0,763.81,177.59,15.53,32.98,99.39,Delivered
ORD04851,CUST0994,WH011,DP065,2024-05-28,2024-05-29,2024-05-30,2024-05-31,8.4,1659.48,89.88,24.45,32.2,93.06,delivered
ORD04852,CUST0465,WH012,DP099,2024-12-23,2024-12-25,2024-12-26,2024-12-27,6.7,2419.51,72.19,38.69,72.41,75.57,Delivered
ORD04853,CUST1805,WH011,DP022,2025-09-06,,2025-09-08,,5.9,3166.01,84.16,26.89,55.51,65.03,Cancelled
ORD04854,CUST0442,WH008,DP082,2024-03-30,2024-03-31,2024-04-01,2024-04-01,15.5,1102.68,165.31,42.32,40.42,112.23,Delivered
ORD04855,CUST1773,WH002,DP058,2025-06-11,2025-06-12,2025-06-13,2025-06-13,38.7,696.81,339.71,20.4,50.98,216.1,Delivered
ORD04856,CUST1208,WH032,DP074,2024-12-09,2024-12-10,2024-12-11,2024-12-10,24.0,3097.84,169.96,46.83,23.61,193.23,Delivered
ORD04857,CUST1037,WH006,DP005,2025-03-25,,2025-03-28,,9.1,1097.67,94.75,37.68,36.95,83.6,Cancelled
ORD04858,CUST1053,WH009,DP056,2025-08-26,2025-08-27,2025-08-28,2025-08-27,9.5,562.71,82.79,22.19,55.56,100.09,Delivered
ORD04859,CUST1368,WH042,DP049,2025-12-16,2025-12-17,2025-12-18,,9.7,1807.71,98.26,22.83,79.16,76.73,Failed/Returned
ORD04860,CUST0042,WH012,DP013,2024-12-01,2024-12-02,2024-12-03,2024-12-02,4.1,1719.9,57.46,47.22,44.78,54.44,Delivered
ORD04861,CUST1805,WH023,DP061,2024-04-12,2024-04-14,2024-04-15,2024-04-15,2.4,845.9,57.75,21.8,50.89,47.17,Delivered
ORD04862,CUST1289,WH005,DP063,2024-03-18,2024-03-20,2024-03-22,2024-03-22,14.3,1366.65,106.91,33.79,21.01,84.26,Delivered
ORD04863,CUST0209,WH023,DP040,2024-11-15,2024-11-16,2024-11-17,2024-11-18,22.0,415.7,209.07,37.06,26.41,161.77,Delivered
ORD04864,CUST1757,WH032,DP028,2025-11-03,2025-11-05,2025-11-07,2025-11-06,20.5,2057.51,226.89,28.5,22.36,110.84,Delivered
ORD04865,CUST0527,WH035,DP031,2025-03-17,2025-03-18,2025-03-19,2025-03-20,7.8,1129.27,76.67,50.48,53.71,84.23,Delivered
ORD04866,CUST0401,WH011,DP084,2024-12-23,2024-12-24,2024-12-25,2024-12-25,17.4,903.67,174.56,50.07,73.51,118.91,Delivered
ORD04867,CUST0698,WH017,DP001,2024-11-30,2024-12-02,2024-12-04,2024-12-05,4.0,964.36,62.55,22.15,63.09,47.04,Delivered
ORD04868,CUST0098,WH040,DP066,2024-06-04,2024-06-06,2024-06-07,2024-06-07,17.8,609.92,144.54,15.6,53.36,92.16,Delivered
ORD04869,CUST0285,WH046,DP059,2025-11-16,2025-11-17,2025-11-18,2025-11-20,30.0,1819.34,259.44,19.88,33.44,224.93,Delivered
ORD04870,CUST0300,WH014,DP084,2024-01-07,2024-01-08,2024-01-09,2024-01-09,10.4,620.7,117.43,28.59,22.91,77.03,Delivered
ORD04871,CUST1552,WH027,DP085,2024-02-03,2024-02-04,2024-02-05,2024-02-06,15.7,718.17,129.67,51.17,36.91,142.72,Delivered
ORD04872,CUST1820,WH030,DP025,2024-06-27,2024-06-29,2024-06-30,2024-06-30,5.1,707.24,62.96,45.06,74.83,64.11,Delivered
ORD04873,CUST0862,WH010,DP008,2025-01-19,2025-01-20,2025-01-21,2025-01-21,13.1,1515.49,147.33,39.24,73.56,106.27,Delivered
ORD04874,CUST1435,WH001,DP041,2024-04-17,2024-04-18,2024-04-19,2024-04-20,13.1,1805.41,116.37,15.86,62.56,122.34,Delivered
ORD04875,CUST1751,WH040,DP012,2025-01-11,2025-01-13,2025-01-14,,38.8,1206.45,310.46,42.15,48.22,262.71,Failed/Returned
ORD04876,CUST0739,WH045,DP037,2024-03-07,2024-03-09,2024-03-11,2024-03-11,17.5,1179.48,126.06,50.06,31.27,116.39,Delivered
ORD04877,CUST0388,WH011,DP067,2025-03-24,2025-03-26,2025-03-27,2025-03-28,7.9,1303.28,92.77,23.17,43.4,87.56,Delivered
ORD04878,CUST0753,WH020,DP072,2025-01-11,2025-01-12,2025-01-14,2025-01-14,1.8,1015.04,44.57,36.3,30.11,43.87,Delivered
ORD04879,CUST0912,WH040,DP059,2025-10-19,2025-10-20,2025-10-22,2025-10-23,11.5,1264.41,98.37,27.28,43.8,93.19,Delivered
ORD04880,CUST0893,WH022,DP026,2024-11-26,2024-11-27,2024-11-29,2024-11-28,22.7,1392.49,194.79,35.05,47.83,134.61,Delivered
ORD04881,CUST0344,WH006,DP017,2024-06-20,2024-06-21,2024-06-22,,14.6,690.25,155.01,38.98,35.95,133.27,Failed/Returned
ORD04882,CUST1592,WH042,DP088,2024-11-02,2024-11-04,2024-11-05,2024-11-06,23.0,1380.57,184.65,45.76,31.61,171.81,Delivered
ORD04883,CUST1553,WH050,DP043,2025-03-05,2025-03-07,2025-03-09,2025-03-09,17.6,1211.09,172.62,44.44,49.51,124.86,Delivered
ORD04884,CUST1420,WH036,DP017,2025-12-09,2025-12-11,2025-12-13,2025-12-13,17.3,1412.36,146.27,27.57,44.16,89.39,Delivered
ORD04885,CUST0696,WH049,DP023,2024-09-03,2024-09-04,2024-09-05,2024-09-07,16.8,1049.63,160.18,53.47,42.88,131.11,Delivered
ORD04886,CUST1952,WH028,DP069,2025-04-18,2025-04-20,2025-04-21,2025-04-20,14.3,1466.53,164.36,43.12,61.62,119.93,Delivered
ORD04887,CUST0975,WH023,DP100,2025-03-16,,2025-03-18,,15.8,612.06,115.36,25.8,77.95,85.33,Cancelled
ORD04888,CUST0368,WH011,DP014,2024-11-10,2024-11-12,2024-11-13,2024-11-14,6.7,1500.54,79.83,42.78,33.63,64.84,Delivered
ORD04889,CUST0460,WH033,DP018,2024-10-14,2024-10-16,2024-10-17,,5.3,1147.72,85.65,20.21,56.11,52.99,Failed/Returned
ORD04890,CUST1286,WH015,DP018,2025-04-19,2025-04-21,2025-04-22,2025-04-22,10.2,1808.91,92.51,29.74,84.94,77.63,Delivered
ORD04891,CUST0075,WH042,DP035,2025-10-22,2025-10-23,2025-10-24,2025-10-26,18.9,1611.96,166.62,25.84,74.26,132.79,Delivered
ORD04892,CUST1391,WH006,DP016,2025-06-30,2025-07-01,2025-07-02,2025-07-03,8.9,1617.21,83.97,39.47,69.5,68.06,Delivered
ORD04893,CUST0806,WH044,DP025,2025-12-13,2025-12-15,2025-12-17,2025-12-18,16.1,705.62,148.87,26.52,71.55,127.12,Delivered
ORD04894,CUST0386,WH046,DP012,2024-03-20,2024-03-21,2024-03-23,2024-03-24,2.2,924.56,49.75,13.51,77.12,42.33,Delivered
ORD04895,CUST0726,WH007,DP038,2025-03-28,2025-03-29,2025-03-30,2025-03-31,21.4,785.92,245.47,26.65,28.95,179.6,Delivered
ORD04896,CUST0014,WH025,DP024,2024-08-10,2024-08-10,2024-08-12,2024-08-14,17.6,1051.47,148.01,49.79,41.43,157.32,Delivered
ORD04897,CUST1094,WH040,DP056,2025-10-03,2025-10-04,2025-10-05,2025-10-06,27.1,760.45,251.76,33.88,83.58,156.74,Delivered
ORD04898,CUST1167,WH026,DP074,2025-07-17,2025-07-19,2025-07-21,2025-07-22,19.3,923.04,182.12,38.09,34.13,101.26,Delivered
ORD04899,CUST1151,WH019,DP088,2024-10-20,2024-10-22,2024-10-23,2024-10-22,7.9,1232.82,81.35,31.79,45.27,89.14,Delivered
ORD04900,CUST0593,WH010,DP012,2025-06-06,2025-06-08,2025-06-09,2025-06-09,7.7,756.73,106.15,27.58,27.35,68.17,Delivered
ORD04901,CUST0419,WH022,DP026,2025-03-04,2025-03-05,2025-03-06,2025-03-07,17.7,2537.86,135.06,19.13,50.78,142.98,Delivered
ORD04902,CUST1658,WH028,DP069,2025-06-21,2025-06-22,2025-06-23,2025-06-22,31.2,1449.01,307.39,27.87,55.06,155.12,Delivered
ORD04903,CUST1375,WH046,DP089,2024-01-08,2024-01-10,2024-01-11,2024-01-13,14.4,965.16,161.33,29.42,76.11,95.75,Delivered
ORD04904,CUST1915,WH040,DP052,2025-09-14,2025-09-15,2025-09-16,2025-09-15,3.2,3284.94,55.64,43.56,64.49,47.17,Delivered
ORD04905,CUST0093,WH043,DP027,2024-10-11,2024-10-11,2024-10-13,2024-10-14,7.1,2631.14,97.93,41.25,84.89,69.39,Delivered
ORD04906,CUST1564,WH038,DP043,2024-12-31,2025-01-01,2025-01-02,2025-01-02,8.6,641.57,104.14,35.56,59.64,94.81,Delivered
ORD04907,CUST0205,WH013,DP034,2024-11-29,2024-12-01,2024-12-03,2024-12-03,40.0,1897.4,268.41,36.4,69.99,171.23,Delivered
ORD04908,CUST0869,WH003,DP018,2025-06-04,2025-06-04,2025-06-05,2025-06-04,13.3,475.42,151.81,39.64,69.48,122.53,Delivered
ORD04909,CUST1177,WH042,DP093,2025-12-19,2025-12-20,2025-12-21,2025-12-21,9.2,551.82,107.9,43.34,73.84,74.26,Delivered
ORD04910,CUST0734,WH001,DP008,2024-08-22,2024-08-24,2024-08-26,2024-08-26,22.2,955.34,154.79,36.01,20.93,123.1,Delivered
ORD04911,CUST1410,WH039,DP052,2025-01-13,2025-01-14,2025-01-15,2025-01-15,38.0,961.98,273.39,51.08,70.93,284.13,Delivered
ORD04912,CUST1418,WH021,DP035,2025-07-21,2025-07-22,2025-07-24,2025-07-24,13.6,561.17,153.31,41.64,65.46,85.5,Delivered
ORD04913,CUST1736,WH001,DP038,2024-10-25,2024-10-26,2024-10-27,2024-10-28,26.1,1095.08,290.04,17.44,21.7,160.65,Delivered
ORD04914,CUST1903,WH016,DP074,2025-12-28,2025-12-30,2025-12-31,2025-12-31,16.2,1121.3,181.22,42.07,73.46,109.53,Delivered
ORD04915,CUST1031,WH028,DP023,2024-01-29,2024-01-31,2024-02-01,2024-02-01,3.0,1504.66,59.71,12.82,26.36,45.23,Delivered
ORD04916,CUST1917,WH008,DP034,2025-03-21,2025-03-22,2025-03-24,2025-03-26,20.9,1374.66,195.61,50.0,70.66,148.32,Delivered
ORD04917,CUST1203,WH030,DP091,2025-12-13,2025-12-15,2025-12-16,2025-12-17,29.5,1107.6,218.91,12.66,48.3,225.78,Delivered
ORD04918,CUST0154,WH005,DP061,2025-06-03,2025-06-04,2025-06-05,2025-06-05,3.3,1097.01,53.44,26.69,33.86,45.62,Delivered
ORD04919,CUST1226,WH032,DP061,2024-06-20,2024-06-21,2024-06-22,2024-06-23,11.6,1398.62,110.89,12.07,45.3,99.83,Delivered
ORD04920,CUST0369,WH030,DP099,2024-07-12,2024-07-13,2024-07-14,2024-07-13,5.6,3767.75,76.79,27.82,50.37,52.59,Delivered
ORD04921,CUST0409,WH001,DP024,2024-08-26,2024-08-27,2024-08-28,2024-08-28,12.8,992.35,157.41,26.48,44.88,94.68,Delivered
ORD04922,CUST0144,WH016,DP013,2024-10-18,2024-10-20,2024-10-22,,17.7,878.85,168.03,27.34,58.67,131.3,Failed/Returned
ORD04923,CUST0324,WH020,DP019,2024-03-27,2024-03-28,2024-03-30,2024-03-29,6.4,497.6,69.78,29.73,48.1,61.95,Delivered
ORD04924,CUST1315,WH014,DP084,2024-01-20,2024-01-22,2024-01-23,2024-01-25,14.6,1585.77,116.58,52.58,64.94,83.24,Delivered
ORD04925,CUST0777,WH046,DP056,2024-11-13,2024-11-14,2024-11-16,2024-11-16,4.6,2803.75,65.04,33.33,33.47,65.02,Delivered
ORD04926,CUST0346,WH021,DP024,2025-09-16,2025-09-18,2025-09-20,2025-09-21,6.8,904.99,76.23,34.15,61.53,79.37,Delivered
ORD04927,CUST1486,WH021,DP024,2025-12-19,2025-12-20,2025-12-21,2025-12-21,34.3,1160.32,337.23,47.43,58.71,215.85,Delivered
ORD04928,CUST0935,WH029,DP041,2025-09-12,2025-09-13,2025-09-15,2025-09-15,19.4,715.11,153.46,35.64,84.9,106.88,Delivered
ORD04929,CUST0014,WH019,DP056,2024-05-05,2024-05-05,2024-05-06,2024-05-05,14.0,1057.79,170.07,24.4,29.34,129.93,Delivered
ORD04930,CUST0632,WH010,DP034,2024-07-24,2024-07-24,2024-07-25,2024-07-25,1.6,2300.37,43.07,54.14,52.7,45.86,Delivered
ORD04931,CUST1019,WH010,DP082,2024-09-16,2024-09-16,2024-09-17,2024-09-17,22.6,570.43,178.44,12.9,32.32,113.2,Delivered
ORD04932,CUST1943,WH025,DP078,2025-09-30,2025-10-02,2025-10-04,2025-10-03,15.3,905.25,182.54,39.03,33.07,138.08,Delivered
ORD04933,CUST1867,WH012,DP052,2024-11-07,2024-11-08,2024-11-10,2024-11-12,11.2,1816.43,108.54,52.73,37.0,81.36,Delivered
ORD04934,CUST1252,WH031,DP056,2024-04-26,2024-04-27,2024-04-28,2024-04-29,10.7,1331.0,114.14,32.59,39.88,103.72,Delivered
ORD04935,CUST0010,WH013,DP012,2025-10-15,2025-10-17,2025-10-19,2025-10-20,17.5,1001.96,134.1,41.71,33.4,130.55,Delivered
ORD04936,CUST1663,WH009,DP013,2025-11-03,2025-11-04,2025-11-06,2025-11-06,19.2,1889.69,192.53,47.68,20.08,124.63,Delivered
ORD04937,CUST0608,WH005,DP078,2025-12-29,2025-12-30,2025-12-31,2025-12-31,22.1,1916.89,205.18,24.17,26.11,111.88,Delivered
ORD04938,CUST0086,WH048,DP027,2024-09-24,2024-09-26,2024-09-28,2024-09-28,1.4,707.84,44.28,,57.91,43.07,Delivered
ORD04939,CUST1988,WH011,DP065,2025-02-04,2025-02-04,2025-02-05,2025-02-05,6.8,1017.12,82.74,31.71,40.37,63.75,Delivered
ORD04940,CUST1378,WH005,DP048,2024-07-04,,2024-07-06,,10.2,2352.36,95.69,38.45,60.34,95.45,Cancelled
ORD04941,CUST1034,WH036,DP043,2025-02-25,2025-02-27,2025-02-28,2025-02-28,2.2,2201.21,52.25,46.26,22.81,43.28,Delivered
ORD04942,CUST1533,WH048,DP062,2025-08-26,2025-08-26,2025-08-27,2025-08-27,5.3,956.46,86.95,43.68,73.18,66.47,Delivered
ORD04943,CUST1703,WH002,DP084,2024-04-09,2024-04-10,2024-04-11,2024-04-12,8.2,1020.82,97.65,17.98,35.23,86.34,Delivered
ORD04944,CUST1422,WH007,DP088,2024-06-10,2024-06-11,2024-06-12,2024-06-12,4.3,1128.14,77.6,17.99,60.7,48.51,Delivered
ORD04945,CUST1508,WH024,DP071,2024-05-03,2024-05-05,2024-05-06,2024-05-07,8.6,1353.07,101.26,18.45,34.58,84.05,Delivered
ORD04946,CUST1270,WH049,DP075,2024-03-12,2024-03-13,2024-03-14,2024-03-14,21.0,804.53,236.53,33.38,68.19,118.47,Delivered
ORD04947,CUST0959,WH036,DP050,2024-11-01,2024-11-02,2024-11-04,2024-11-04,47.5,799.68,467.64,54.15,81.24,224.21,Delivered
ORD04948,CUST1215,WH009,DP099,2024-08-27,2024-08-28,2024-08-29,2024-08-31,3.3,1957.76,65.49,28.48,76.72,50.29,delivered
ORD04949,CUST0772,WH033,DP044,2025-12-18,2025-12-19,2025-12-20,2025-12-21,21.1,2307.78,235.28,31.76,32.87,111.4,Delivered
ORD04950,CUST1994,WH044,DP072,2025-11-01,2025-11-02,2025-11-03,2025-11-03,20.2,977.1,198.05,39.35,72.62,105.57,Delivered
ORD04951,CUST1053,WH038,DP011,2024-01-08,,2024-01-11,,12.3,449.09,96.79,14.71,20.66,85.27,Cancelled
